Date,Open,date,News Sentiment,Sentiment_1_days_before,Sentiment_2_days_before,Sentiment_3_days_before,Sentiment_4_days_before,Sentiment_5_days_before,Sentiment_6_days_before,Sentiment_7_days_before,Sentiment_8_days_before,Sentiment_9_days_before,Sentiment_10_days_before,Sentiment_11_days_before,Sentiment_12_days_before,Sentiment_13_days_before,Sentiment_14_days_before,Sentiment_15_days_before,Sentiment_16_days_before,Sentiment_17_days_before,Sentiment_18_days_before,Sentiment_19_days_before,Sentiment_20_days_before
2007-01-29,645.7,2007-01-29,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32,0.32,0.32,0.33,0.32,0.31,0.3
2007-01-30,648.5,2007-01-30,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32,0.32,0.32,0.33,0.32,0.31
2007-01-31,651.8,2007-01-31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32,0.32,0.32,0.33,0.32
2007-02-01,658.5,2007-02-01,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32,0.32,0.32,0.33
2007-02-02,662.4,2007-02-02,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32,0.32,0.32
2007-02-05,653.1,2007-02-05,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32,0.32
2007-02-06,653.1,2007-02-06,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33,0.32
2007-02-07,658.2,2007-02-07,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32,0.33
2007-02-08,656.5,2007-02-08,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31,0.32
2007-02-09,665.1,2007-02-09,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33,0.31
2007-02-12,673.4,2007-02-12,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32,0.33
2007-02-13,666.1,2007-02-13,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32,0.32
2007-02-14,669.0,2007-02-14,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32,0.32
2007-02-15,673.7,2007-02-15,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29,0.32
2007-02-16,674.1,2007-02-16,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32,0.29
2007-02-19,673.2,2007-02-19,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32,0.32
2007-02-20,673.2,2007-02-20,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32,0.32
2007-02-21,660.8,2007-02-21,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.32
2007-02-22,682.7,2007-02-22,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.31
2007-02-23,681.2,2007-02-23,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3,0.3
2007-02-26,684.6,2007-02-26,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3,0.3
2007-02-27,689.9,2007-02-27,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3,0.3
2007-02-28,669.4,2007-02-28,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31,0.3
2007-03-01,672.8,2007-03-01,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.31
2007-03-02,666.8,2007-03-02,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29
2007-03-05,645.6,2007-03-05,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28,0.29
2007-03-06,638.4,2007-03-06,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29,0.28
2007-03-07,649.1,2007-03-07,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31,0.29
2007-03-08,651.2,2007-03-08,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3,0.31
2007-03-09,653.7,2007-03-09,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3,0.3
2007-03-12,650.9,2007-03-12,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3,0.3
2007-03-13,652.2,2007-03-13,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29,0.3
2007-03-14,644.0,2007-03-14,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.29
2007-03-15,645.1,2007-03-15,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.28
2007-03-16,647.2,2007-03-16,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29,0.28
2007-03-19,653.9,2007-03-19,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29,0.29
2007-03-20,654.4,2007-03-20,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3,0.29
2007-03-21,659.0,2007-03-21,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3,0.3
2007-03-22,665.2,2007-03-22,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31,0.3
2007-03-23,664.4,2007-03-23,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28,0.31
2007-03-26,657.5,2007-03-26,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28,0.28
2007-03-27,664.0,2007-03-27,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28,0.28
2007-03-28,664.8,2007-03-28,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27,0.28
2007-03-29,672.5,2007-03-29,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26,0.27
2007-03-30,667.4,2007-03-30,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25,0.26
2007-04-02,671.1,2007-04-02,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23,0.25
2007-04-03,670.0,2007-04-03,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21,0.23
2007-04-04,670.3,2007-04-04,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21,0.21
2007-04-05,679.4,2007-04-05,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22,0.21
2007-04-09,677.8,2007-04-09,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2,0.22
2007-04-10,676.2,2007-04-10,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19,0.2
2007-04-11,682.4,2007-04-11,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17,0.19
2007-04-12,682.2,2007-04-12,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17,0.17
2007-04-13,680.7,2007-04-13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14,0.17
2007-04-16,690.6,2007-04-16,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12,0.14
2007-04-17,694.7,2007-04-17,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11,0.12
2007-04-18,691.0,2007-04-18,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11,0.11
2007-04-19,693.9,2007-04-19,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11,0.11
2007-04-20,687.7,2007-04-20,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08,0.11
2007-04-23,696.2,2007-04-23,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.08
2007-04-24,693.3,2007-04-24,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.1
2007-04-25,687.4,2007-04-25,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09
2007-04-26,689.0,2007-04-26,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09
2007-04-27,677.7,2007-04-27,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07,0.08
2007-04-30,684.2,2007-04-30,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07,0.07
2007-05-01,681.2,2007-05-01,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07,0.07
2007-05-02,676.7,2007-05-02,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08,0.07
2007-05-03,675.4,2007-05-03,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08,0.08
2007-05-04,684.2,2007-05-04,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11,0.08
2007-05-07,691.0,2007-05-07,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06,0.11
2007-05-08,690.9,2007-05-08,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07,0.06
2007-05-09,687.1,2007-05-09,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06,0.07
2007-05-10,682.2,2007-05-10,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06,0.06
2007-05-11,667.6,2007-05-11,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13,0.06
2007-05-14,673.0,2007-05-14,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13,0.13
2007-05-15,670.5,2007-05-15,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13,0.13
2007-05-16,673.1,2007-05-16,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13,0.13
2007-05-17,663.2,2007-05-17,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11,0.13
2007-05-18,658.4,2007-05-18,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16,0.11
2007-05-21,662.5,2007-05-21,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15,0.16
2007-05-22,663.5,2007-05-22,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14,0.15
2007-05-23,659.7,2007-05-23,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15,0.14
2007-05-24,661.6,2007-05-24,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15,0.15
2007-05-25,653.8,2007-05-25,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17,0.15
2007-05-29,655.2,2007-05-29,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16,0.17
2007-05-30,662.3,2007-05-30,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15,0.16
2007-05-31,658.7,2007-05-31,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14,0.15
2007-06-01,666.5,2007-06-01,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13,0.14
2007-06-04,676.9,2007-06-04,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13,0.13
2007-06-05,676.4,2007-06-05,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.13
2007-06-06,675.3,2007-06-06,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12,0.11
2007-06-07,675.5,2007-06-07,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.12
2007-06-08,663.9,2007-06-08,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11
2007-06-11,653.3,2007-06-11,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1
2007-06-12,657.8,2007-06-12,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09
2007-06-13,652.6,2007-06-13,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1
2007-06-14,655.4,2007-06-14,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1
2007-06-15,655.8,2007-06-15,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.1
2007-06-18,658.7,2007-06-18,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09
2007-06-19,659.4,2007-06-19,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1,0.1
2007-06-20,664.6,2007-06-20,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1,0.1
2007-06-21,656.7,2007-06-21,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11,0.1
2007-06-22,655.0,2007-06-22,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.11
2007-06-25,657.4,2007-06-25,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12
2007-06-26,654.4,2007-06-26,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12,0.11
2007-06-27,643.1,2007-06-27,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14,0.12
2007-06-28,646.2,2007-06-28,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13,0.14
2007-06-29,651.0,2007-06-29,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13,0.13
2007-07-02,651.6,2007-07-02,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12,0.13
2007-07-03,659.2,2007-07-03,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.12
2007-07-04,656.1,2007-07-04,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1,0.11
2007-07-05,656.1,2007-07-05,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11,0.1
2007-07-06,651.5,2007-07-06,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.11
2007-07-09,657.6,2007-07-09,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14
2007-07-10,662.1,2007-07-10,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14
2007-07-11,665.0,2007-07-11,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14
2007-07-12,661.9,2007-07-12,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15
2007-07-13,668.0,2007-07-13,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16,0.15
2007-07-16,667.3,2007-07-16,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15,0.16
2007-07-17,666.2,2007-07-17,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15,0.15
2007-07-18,665.4,2007-07-18,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16,0.15
2007-07-19,673.6,2007-07-19,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16,0.16
2007-07-20,678.5,2007-07-20,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15,0.16
2007-07-23,684.7,2007-07-23,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.15
2007-07-24,682.0,2007-07-24,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11,0.12
2007-07-25,681.6,2007-07-25,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.11
2007-07-26,675.3,2007-07-26,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.12
2007-07-27,674.8,2007-07-27,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.1
2007-07-30,673.0,2007-07-30,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11
2007-07-31,677.3,2007-07-31,0.07,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12,0.12
2007-08-01,675.3,2007-08-01,0.1,0.07,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.12
2007-08-02,679.1,2007-08-02,0.11,0.1,0.07,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12,0.11
2007-08-03,676.8,2007-08-03,0.1,0.11,0.1,0.07,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13,0.12
2007-08-06,684.2,2007-08-06,0.09,0.1,0.11,0.1,0.07,0.07,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.06,0.05,0.11,0.1,0.12,0.13,0.13
