Date,Open,date,News Sentiment,Sentiment_1_days_before,Sentiment_2_days_before,Sentiment_3_days_before,Sentiment_4_days_before,Sentiment_5_days_before,Sentiment_6_days_before,Sentiment_7_days_before,Sentiment_8_days_before,Sentiment_9_days_before,Sentiment_10_days_before,Sentiment_11_days_before,Sentiment_12_days_before,Sentiment_13_days_before,Sentiment_14_days_before,Sentiment_15_days_before,Sentiment_16_days_before,Sentiment_17_days_before,Sentiment_18_days_before,Sentiment_19_days_before,Sentiment_20_days_before
2000-02-17,305.3,2000-02-17,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32,0.31,0.31,0.3,0.31,0.32,0.33
2000-02-18,303.3,2000-02-18,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32,0.31,0.31,0.3,0.31,0.32
2000-02-22,307.6,2000-02-22,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32,0.31,0.31,0.3,0.31
2000-02-23,307.7,2000-02-23,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32,0.31,0.31,0.3
2000-02-24,302.4,2000-02-24,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32,0.31,0.31
2000-02-25,300.9,2000-02-25,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32,0.31
2000-02-28,294.5,2000-02-28,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.32
2000-02-29,293.8,2000-02-29,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29,0.28
2000-03-01,294.2,2000-03-01,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29,0.29
2000-03-02,292.9,2000-03-02,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29,0.29
2000-03-03,289.7,2000-03-03,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28,0.29
2000-03-06,290.6,2000-03-06,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28,0.28
2000-03-07,289.5,2000-03-07,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28,0.28
2000-03-08,293.8,2000-03-08,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29,0.28
2000-03-09,290.0,2000-03-09,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.29
2000-03-10,292.7,2000-03-10,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26,0.27
2000-03-13,290.0,2000-03-13,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25,0.26
2000-03-14,291.7,2000-03-14,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26,0.25
2000-03-15,289.6,2000-03-15,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28,0.26
2000-03-16,289.9,2000-03-16,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27,0.28
2000-03-17,286.8,2000-03-17,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27,0.27
2000-03-20,285.0,2000-03-20,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24,0.27
2000-03-21,286.5,2000-03-21,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26,0.24
2000-03-22,290.4,2000-03-22,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.26
2000-03-23,288.4,2000-03-23,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25,0.26
2000-03-24,285.6,2000-03-24,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24,0.25
2000-03-27,285.4,2000-03-27,0.23,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23,0.24
2000-03-28,280.8,2000-03-28,0.23,0.23,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23,0.23
2000-03-29,279.5,2000-03-29,0.24,0.23,0.23,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25,0.23
2000-03-30,279.0,2000-03-30,0.26,0.24,0.23,0.23,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25,0.25
2000-03-31,279.6,2000-03-31,0.25,0.26,0.24,0.23,0.23,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27,0.25
2000-04-03,281.5,2000-04-03,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.23,0.25,0.26,0.26,0.2,0.22,0.23,0.23,0.25,0.27,0.28,0.28,0.25,0.27
